8.125000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.232142857142857192e-02,6.696428571428571230e-02,2.008928571428571230e-01,2.232142857142856984e-01,8.928571428571428770e-02,4.464285714285714385e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.299107142857142883e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.062500000000000000e+01,4.464285714285713969e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.464285714285713969e-01,9.665178571428571175e+00,1.584821428571428381e+00,2.232142857142857192e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.473214285714285587e+00,7.165178571428571175e+00,1.629464285714285809e+00,2.232142857142856984e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.544642857142857206e+00,4.285714285714285587e+00,1.718750000000000222e+00,3.794642857142856984e-01,2.678571428571428492e-01,1.339285714285714246e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.464285714285714385e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.562500000000000000e-01,2.299107142857143238e+00,2.589285714285714413e+00,1.450892857142857206e+00,6.250000000000000000e-01,3.125000000000000000e-01,6.696428571428571230e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.696428571428571230e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.464285714285714385e-02,5.803571428571429047e-01,2.522321428571428825e+00,1.964285714285714191e+00,1.607142857142856984e+00,1.004464285714285809e+00,2.008928571428571230e-01,0.000000000000000000e+00,6.696428571428571230e-02
4.464285714285714385e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.339285714285714246e-01,7.812500000000000000e-01,1.607142857142856984e+00,1.517857142857142794e+00,1.160714285714285809e+00,2.901785714285714524e-01,0.000000000000000000e+00,1.562500000000000000e-01
1.116071428571428492e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.928571428571428770e-02,3.125000000000000000e-01,8.928571428571427937e-01,1.272321428571428603e+00,1.049107142857142794e+00,2.455357142857142738e-01,0.000000000000000000e+00,1.562500000000000000e-01
8.928571428571428770e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.785714285714285754e-01,9.375000000000000000e-01,1.763392857142857206e+00,1.674107142857142794e+00,4.687500000000000000e-01,2.232142857142857192e-02,1.785714285714285754e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.232142857142857192e-02,2.455357142857142738e-01,5.357142857142856984e-01,5.133928571428570953e-01,1.116071428571428492e-01,0.000000000000000000e+00,1.339285714285714246e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.017857142857142461e-01,1.071428571428571397e+00,1.227678571428571397e+00,4.017857142857142461e-01,0.000000000000000000e+00,2.232142857142856984e-01
